character	initial	final	tone	roman	emc-entry
爜	ḍ	ug	0	ḍùg	0
爝	ŧ	ơg	3	ŧơk	3
爝	ŧ	iv	2	ŧiv	3
爞	d	ug	0	dùg	2
爞	ḍ	ug	0	ḍùg	2
爟	k	un	2	kun	1
爠	c	ơj	0	cờj	0
爡	ṭx	in	3	ṭxit	0
爢	m	ej	0	mèj	0
爣	tx	og	1	txóg	1
爤	l	an	2	lan	1
爥	ṭ	ug	3	ṭuk	0
爦	l	am	1	lám	0
爧	l	ig	0	lìg	1
爨	ŧx	yn	2	ŧxyn	1
爩	qv	rn	3	qvӑt	1
爪	ṭ	av	1	ṭáv	1
爫	ṭ	av	1	ṭáv	0
爬	b	a	0	bà	1
爭	ṭ	rg	0	ṭằg	1
爭	ṭ	ag	0	ṭàg	1
爭	ṭ	rg	2	ṭӑg	1
爭	ṭ	ag	2	ṭag	1
爭	ṭx	ag	0	ṭxàg	1
爮	b	av	0	bàv	0
爯	ṭx	ig	0	ṭxìg	1
爰		un	0	ùn	1
爰		yn	0	ỳn	1
爲	v	i	0	vì	2
爲	v	i	2	vi	2
爳	v	ej	0	vèj	0
爴	f	og	3	fok	0
爵	ŧ	ơg	3	ŧơk	1
父	w	u	2	wu	2
父	f	u	1	fú	2
爸	p	a	0	pà	1
爸	bh	a	0	bhà	1
爹	t	e	0	tè	2
爺	j	e	0	jè	0
爺	qj	e	0	qjè	0
爺	qj	e	1	qjé	0
爻	g	av	0	gàv	1
爼	ṭ	o	1	ṭó	0
爽	ṣ	og	1	ṣóg	1
爾	ṇ	i	1	ṇí	1
爿	b	an	2	ban	0
爿	ḍ	ơg	0	ḍờg	0
牀	ḍ	og	0	ḍòg	1
牁	q	o	0	qò	1
牁	k	o	0	kò	1
牂	ṭ	og	0	ṭòg	0
牃	d	im	3	dip	1
牄	ŧx	ơg	0	ŧxờg	1
牅	j	ug	0	jùg	0
牆	đ	ơg	0	đờg	1
片	px	in	2	pxin	1
片	px	in	1	pxín	1
版	p	an	1	pán	1
牉	px	un	2	pxun	1
牊	ḍ	iv	0	ḍìv	0
牋	ŧ	in	0	ŧìn	1
牌	b	aj	0	bàj	2
牌	px	aj	1	pxáj	2
牎	ṭx	ơg	0	ṭxờg	1
牏		y	0	ỳ	3
牏	d	rv	0	dằv	3
牐	ḍ	am	3	ḍap	1
牑	p	in	0	pìn	1
牒	d	im	3	dip	1
牓	p	og	1	póg	1
牔	p	og	3	pok	0
牕	ṭx	ơg	0	ṭxờg	0
牖	j	rv	1	jắv	1
牗	j	rv	1	jắv	0
牘	d	ug	3	duk	1
牙	g	a	0	gà	1
牙	qg	a	1	qgá	1
牚	ṭx	ag	0	ṭxàg	1
牛	g	rv	0	gằv	1
牛	qg	rv	1	qgắv	1
牝	b	rn	1	bắn	2
牞	kx	rv	0	kxằv	0
牟	m	rv	0	mằv	1
牠	tx	a	0	txà	0
牠	tx	o	0	txò	0
牡	m	av	1	máv	1
牡	m	rv	1	mắv	1
牢	l	u	0	lù	1
牢	l	u	2	lu	1
牣	ṇ	rn	2	ṇӑn	1
牤	qm	og	0	qmòg	0
牤	m	og	0	mòg	0
牥	f	og	0	fòg	1
牦	m	u	0	mù	0
牦	l	ej	0	lèj	0
牧	m	ug	3	muk	1
牨	k	og	0	kòg	1
物	m	rn	3	mӑt	1
牪		yn	2	yn	0
牫	k	o	0	kò	0
牬	p	uj	2	puj	0
牭	s	i	2	si	1
牮	ṭ	in	2	ṭin	0
牯	k	u	1	kú	1
牰	j	rv	2	jӑv	2
牱	q	o	0	qò	0
牲	ṣ	rg	0	ṣằg	1
牲	ṣ	ag	0	ṣàg	1
牳	m	rv	1	mắv	0
牴	t	rj	1	tắj	1
牶	x	yn	2	xyn	0
牷	đ	yn	0	đỳn	1
牸	đ	i	2	đi	1
特	d	rg	3	dӑk	1
牻	m	og	0	mòg	1
牼	x	rg	0	xằg	2
牽	x	in	0	xìn	2
牾	g		1	ǵ	0
牿	k	ug	3	kuk	1
犀	s	rj	0	sằj	1
犁	l	rj	0	lằj	1
犂	l	rj	0	lằj	1
犃	b	rv	2	bӑv	1
犄	k	i	0	kì	1
犄	q	i	1	qí	1
犅	k	og	0	kòg	1
犆	d	rn	3	dӑt	1
犆	d	rg	3	dӑk	1
犆	ḍ	ig	3	ḍik	1
犇	p	rn	0	pằn	1
犈	c	yn	0	cỳn	2
犉	ẓ	on	0	ẓòn	1
犋	c	ơj	2	cơj	0
犌	k	a	0	kà	1
犍	k	in	0	kìn	2
犍	c	in	0	cìn	2
犎	f	ug	0	fùg	1
犏	px	in	0	pxìn	0
犐	xv	o	0	xvò	1
犑	kv	ig	3	kvik	1
犒	x	u	2	xu	1
犓	ṭx	o	0	ṭxò	1
犔	x	i	2	xi	1
犕	b	i	2	bi	1
犖	ql	og	3	qlok	1
犖	l	og	3	lok	1
犗	k	aj	2	kaj	1
犘	m	a	0	mà	1
犙	s	am	0	sàm	3
犚	qv	i	2	qvi	1
犛	m	u	0	mù	3
犛	l	i	0	lì	3
犜	t	on	0	tòn	0
犝	d	ug	0	dùg	1
犞	c	iv	0	cìv	0
犟	c	ơg	2	cơg	0
犠		ej	2	ej	0
犡	l	rj	2	lӑj	2
犢	d	ug	3	duk	1
犣	l	im	3	lip	1
犤	p	i	0	pì	2
犥	px	iv	0	pxìv	2
犦	b	og	3	bok	2
犦	p	av	2	pav	2
犧	x	i	0	xì	1
犨	ḍ	rv	0	ḍằv	1
犨	ṭx	rv	0	ṭxằv	1
犩	g	rj	0	gằj	2
犪	cv	i	0	cvì	1
犫	ṭx	rv	0	ṭxằv	1
犫	ḍ	rv	0	ḍằv	1
犬	x	yn	1	xýn	1
犮	b	rn	3	bӑt	1
犯	w	an	2	wan	1
犯	f	an	1	fán	1
犯	w	rn	2	wӑn	1
犰	c	rv	0	cằv	1
犱	k	ig	3	kik	0
犲	ḍ	aj	0	ḍàj	0
犳	ṭ	ơg	3	ṭơk	1
犴	g	on	2	gon	2
犴	h	on	2	hon	2
犴	h	on	0	hòn	2
犵	x	rn	3	xӑt	0
犺	kx	og	2	kxog	1
犻	b	un	3	but	0
犼	x	rv	2	xӑv	0
犽	g	a	2	ga	1
犾	g	rn	0	gằn	0
犿	xv	un	0	xvùn	1
犿	xv	an	0	xvàn	1
狀	ḍ	og	2	ḍog	1
狀	ṭ	og	1	ṭóg	1
狁	v	rn	1	vắn	1
狂	c	og	0	còg	2
狂	cv	og	0	cvòg	2
狃	qn	rv	1	qnắv	2
狄	d	ig	3	dik	1
狄	tx	ig	3	txik	1
狅	c	og	0	còg	0
狆	ṭ	ug	0	ṭùg	0
狇	m	ug	3	muk	0
狉	px	ej	0	pxèj	0
狊	kv	ig	3	kvik	2
狋	g	i	0	gì	2
狋	g	rn	0	gằn	2
狌	ṣ	ig	0	ṣìg	1
狌	ṣ	rg	0	ṣằg	1
狍	b	av	0	bàv	1
狎	h	am	3	hap	1
狏	d	o	0	dò	0
狐	h	u	0	hù	1
狑	l	ig	0	lìg	1
狒	f	rj	2	fӑj	1
狒	w	i	2	wi	1
狒	f	rn	3	fӑt	1
狓	px	i	0	pxì	1
狔	n	i	1	ní	1
狕	qm	a	0	qmà	1
狖	j	rv	2	jӑv	1
狗	k	rv	1	kắv	1
狘	x	yn	3	xyt	1
狙	ŧ	y	0	ŧỳ	1
狚	t	an	2	tan	3
狛	p	ag	3	pak	0
狜	k	u	1	kú	0
狟	h	un	0	hùn	1
狠	x	rn	1	xắn	0
狡	k	av	1	káv	1
狢	h	og	3	hok	1
狣	ḍ	iv	2	ḍiv	1
狤	k	rn	3	kӑt	3
狥	ṣ	on	0	ṣòn	0
狥	ẓ	on	2	ẓon	0
狥	ḍ	on	0	ḍòn	0
狦	ṣ	an	0	ṣàn	2
狧	t	an	3	tat	1
狨	ṇ	ug	0	ṇùg	1
狩	ṣ	rv	2	ṣӑv	1
狩	ṣ	rv	1	ṣắv	1
狪	d	ug	0	dùg	0
狫	l	u	1	lú	0
狰	ṭ	rg	0	ṭằg	0
狰	ṭ	ag	0	ṭàg	0
狳		y	0	ỳ	1
狴	b	rj	2	bӑj	1
狵	m	og	0	mòg	1
狶	x	ej	0	xèj	0
狷	k	yn	2	kyn	2
狷	k	yn	0	kỳn	2
狸	l	i	0	lì	1
狸	ql	i	1	qlí	1
狹	h	am	3	hap	1
狹	x	am	3	xap	1
狹	h	rm	3	hӑp	1
狹	c	im	3	cip	1
狺	g	rn	0	gằn	2
狻	s	yn	0	sỳn	1
狼	l	og	0	lòg	1
狼	ql	og	1	qlóg	1
狽	p	uj	2	puj	1
狾	ṭ	rj	2	ṭӑj	1
狿		in	0	ìn	2
猀	ṣ	a	0	ṣà	0
猁	l	ej	2	lej	0
猂	h	on	1	hón	0
猂	h	on	2	hon	0
猄	k	eg	0	kèg	0
猅	b	aj	0	bàj	0
猆	f	i	0	fì	1
猇	x	av	0	xàv	2
猈	b	a	2	ba	2
猉	c	ej	0	cèj	0
猊	g	rj	0	gằj	1
猋	p	iv	0	pìv	1
猌	g	rn	2	gӑn	1
猍	l	oj	0	lòj	1
猏	k	in	0	kìn	1
猐	k	ơg	0	kờg	1
猑	kxv	rn	0	kxvằn	1
猒	q	im	2	qim	2
猒	q	an	3	qat	2
猓	kv	o	1	kvó	1
猔	ṭ	ug	2	ṭug	0
猖	ṭx	ơg	0	ṭxờg	1
猗	q	i	0	qì	2
猗	q	i	1	qí	2
猘	ṭ	rj	2	ṭӑj	1
猙	ŧ	rg	0	ŧằg	2
猙	ŧ	ag	0	ŧàg	2
猚	g	aj	0	gàj	2
猛	m	ag	1	mág	1
猜	ŧx	aj	0	ŧxàj	1
猝	ŧx	yn	3	ŧxyt	1
猞	ṣ	e	2	ṣe	0
猟	l	im	3	lip	0
猠	t	in	1	tín	0
猢	h	u	0	hù	1
猣	ŧ	ug	0	ŧùg	2
猤	kv	i	2	kvi	1
猥	qv	ej	1	qvéj	1
猥	q	uj	0	qùj	1
猦	f	ug	0	fùg	1
猧	qv	o	0	qvò	0
猨		yn	0	ỳn	1
猩	s	ig	0	sìg	2
猪	ṭ	y	0	ṭỳ	1
猫	qm	av	0	qmàv	1
猬	v	ej	2	vej	0
猭	ṭx	yn	0	ṭxỳn	2
猯	tx	on	0	txòn	0
猰	q	an	3	qat	3
猰	qj	ag	3	qjak	3
猱	n	av	0	nàv	2
猲	x	in	3	xit	3
猲	x	on	3	xot	3
猳	k	a	0	kà	1
猴	h	rv	0	hằv	1
猵	p	in	0	pìn	2
猶	j	rv	0	jằv	3
猷	j	rv	0	jằv	1
猸	m	ej	0	mèj	0
猹	ṭ	a	0	ṭà	0
猺		iv	0	ìv	1
猻	s	yn	0	sỳn	1
猼	p	og	3	pok	1
猼	px	og	3	pxok	1
猽	m	ig	0	mìg	1
猾	hv	an	3	hvat	1
猿		yn	0	ỳn	1
獀	ṣ	rv	0	ṣằv	1
獀	ṣ	rv	1	ṣắv	1
獁	m	a	1	má	0
獁	m	a	2	ma	0
獂	g	un	0	gùn	1
獂	g	yn	0	gỳn	1
獃	g	oj	0	gòj	1
獃	t	aj	0	tàj	1
獄	gj	ug	3	gjuk	1
獅	ṣ	i	0	ṣì	1
獆	h	u	0	hù	0
獇	k	ơg	0	kờg	0
獈		ig	3	ik	0
獉	ṭ	on	0	ṭòn	0
獊	ṭx	og	0	ṭxòg	0
獋	h	u	0	hù	1
獌	m	an	2	man	3
獍	k	ig	2	kig	1
獎	ŧ	ơg	1	ŧớg	1
獏	m	og	3	mok	0
獐	ṭ	ơg	0	ṭờg	1
獑	ḍ	am	0	ḍàm	2
獒	g	u	0	gù	1
獓	g	u	0	gù	0
獔	h	u	0	hù	0
獕	ṭx	ơj	0	ṭxờj	0
獖	b	rn	2	bӑn	1
獗	kx	yn	3	kxyt	0
獘	b	rj	2	bӑj	0
獙	b	rj	2	bӑj	0
獚	hv	og	0	hvòg	1
獛	p	ug	3	puk	1
獜	l	on	0	lòn	2
獝	v	rn	3	vӑt	1
獞	d	ug	0	dùg	0
獞	ḍ	og	2	ḍog	0
獟	x	iv	0	xìv	1
獠	l	iv	0	lìv	3
獠	l	u	1	lú	3
獡	ṣ	ơg	3	ṣơk	1
獢	x	iv	0	xìv	1
獣	ṣ	rv	2	ṣӑv	0
獤	t	on	0	tòn	0
獥	k	iv	2	kiv	3
獦	k	on	3	kot	2
獧	k	yn	2	kyn	1
獧	k	yn	0	kỳn	1
獨	d	ug	3	duk	1
獩	qv	ej	2	qvej	1
獪	kx	uj	1	kxúj	2
獫	x	im	1	xím	4
獬	h	aj	1	háj	1
獮	s	in	1	sín	1
獯	xv	rn	0	xvằn	1
獰	n	ig	0	nìg	1
獱	p	rn	0	pằn	1
獱	p	in	0	pìn	1
獲	hv	og	3	hvok	1
獳	n	rv	2	nӑv	2
獴	m	ug	0	mùg	0
獵	l	im	3	lip	1
獶	n	av	0	nàv	1
獶	n	u	0	nù	1
獷	kv	og	1	kvóg	2
獷	kxv	og	2	kxvog	2
獸	ṣ	rv	2	ṣӑv	1
獹	l	u	0	lù	1
獺	ṭx	an	3	ṭxat	2
獻	x	in	2	xin	2
獼	m	i	0	mì	1
獼	n	i	0	nì	1
獽	ṇ	og	0	ṇòg	1
獾	xv	un	0	xvùn	1
獿	n	av	0	nàv	2
獿	n	u	0	nù	2
玀	l	o	0	lò	0
玁	x	im	1	xím	1
玂	c	i	0	cì	1
玃	xv	og	3	xvok	1
玄	h	yn	0	hỳn	1
玅	m	iv	2	miv	1
玆	ṭ	ej	0	ṭèj	1
玆	h	yn	0	hỳn	1
率	ṣ	on	3	ṣot	2
率	l	on	3	lot	2
玈	l	u	0	lù	1
玉	gj	ug	3	gjuk	1
玊	s	ug	3	suk	2
王	v	og	0	vòg	2
王	qv	og	1	qvóg	2
王	v	og	2	vog	2
玌	c	rv	0	cằv	0
玍	k	a	1	ká	0
玍	k	an	3	kat	0
玎	t	ig	0	tìg	2
玏	l	rg	3	lӑk	1
玐	p	an	3	pat	1
玒	k	ug	0	kùg	2
玓	t	ig	3	tik	1
玔	ṭx	yn	2	ṭxyn	0
玔	ṭx	yn	0	ṭxỳn	0
玕	k	on	0	kòn	1
玖	k	rv	1	kắv	1
玗	q	y	0	qỳ	1
玘	x	i	1	xí	1
玜	k	ug	0	kùg	0
玝	g		1	ǵ	0
玞	f	u	0	fù	1
玟	m	rn	0	mằn	0
玠	k	aj	2	kaj	1
玡	g	a	0	gà	0
玡	j	e	0	jè	0
玢	p	rn	0	pằn	1
玢	f	rn	0	fằn	1
玣	b	in	2	bin	0
玤	p	ug	1	púg	1
玥	g	yn	3	gyt	1
玦	kx	yn	3	kxyt	1
玧	m	un	0	mùn	1
玨	k	og	3	kok	0
玩	g	un	2	gun	1
玩	qg	un	1	qgún	1
玩	qgv	an	1	qgván	1
玩	gv	an	0	gvàn	1
玪	k	am	0	kàm	1
玫	m	uj	0	mùj	1
玬	tx	an	1	txán	0
玭	b	rn	0	bằn	2
玭	b	in	0	bìn	2
玲	l	ig	0	lìg	1
玲	ql	ig	1	qlíg	1
玳	d	oj	2	doj	0
玴	j	rj	2	jӑj	0
玵	g	rm	0	gằm	0
玶	b	ig	0	bìg	0
玷	t	im	2	tim	1
玸	w	u	0	wù	1
玹	h	yn	0	hỳn	2
玻	p	o	0	pò	1
玼	ŧx	i	0	ŧxì	3
玼	ŧx	i	1	ŧxí	3
玽	k	rv	1	kắv	1
玾	k	am	3	kap	1
玿	ẓ	iv	0	ẓìv	1
珀	px	ag	3	pxak	1
珁	ḍ	ej	0	ḍèj	0
珂	q	o	0	qò	1
珃		im	1	ím	0
珄	ṣ	rg	0	ṣằg	1
珅	ṣ	rn	0	ṣằn	0
珆		i	0	ì	1
珇	ŧ	u	1	ŧú	1
珈	k	a	0	kà	1
珉	m	rn	0	mằn	1
珊	s	an	0	sàn	1
珋	l	rv	1	lắv	1
珌	p	in	3	pit	1
珌	p	rn	3	pӑt	1
珍	ṭ	rn	0	ṭằn	1
珎	ṭ	rn	0	ṭằn	0
珏	k	og	3	kok	1
珐	f	an	3	fat	0
珒	ṭ	on	0	ṭòn	0
珓	k	av	2	kav	1
珔	ḍ	in	2	ḍin	0
珕	l	rj	2	lӑj	2
珖	kv	og	0	kvòg	0
珗	ṣ	in	0	ṣìn	0
珘	ṭ	rv	0	ṭằv	0
珙	k	ug	1	kúg	2
珚	q	in	0	qìn	0
珛	qj	rv	2	qjӑv	1
珜	j	og	0	jòg	0
珝	x	y	1	xý	1
珞	ql	og	3	qlok	1
珟	ṣ	ug	3	ṣuk	0
珠	ṭ	y	0	ṭỳ	1
珡	c	rm	0	cằm	0
珢	g	rn	0	gằn	3
珣	s	on	0	sòn	1
珤	p	u	1	pú	1
珥	n	i	2	ni	1
珥	ṇ	i	1	ṇí	1
珦	x	ơg	2	xơg	2
珧		iv	0	ìv	1
珨	h	rm	3	hӑp	1
珩	h	rg	0	hằg	1
珪	kv	ej	0	kvèj	1
珫	ṭx	ug	0	ṭxùg	1
珬	s	on	3	sot	1
班	p	an	0	pàn	1
珮	px	uj	2	pxuj	1
珯	l	u	1	lú	0
珱	q	ig	0	qìg	0
珳	m	rn	0	mằn	0
珴	g	o	0	gò	0
珵	ḍ	ig	0	ḍìg	1
珶	d	rj	2	dӑj	0
珷	m	u	1	mú	1
珸	g		0	g̀	1
珹	ẓ	ig	0	ẓìg	1
珺	cv	rn	2	cvӑn	0
珻	m	uj	0	mùj	0
珼	p	uj	2	puj	0
珽	d	ig	1	díg	1
珽	tx	ig	1	txíg	1
現	h	in	2	hin	1
珿	ṭx	ug	3	ṭxuk	1
琀	x	om	2	xom	1
琁	z	yn	0	zỳn	1
琂	g	in	0	gìn	1
球	c	rv	0	cằv	1
琄	h	yn	1	hýn	1
琅	l	og	0	lòg	1
理	l	i	1	lí	1
理	ql	i	0	qlì	1
琇	s	rv	2	sӑv	2
琈	w	rv	0	wằv	1
琉	l	rv	0	lằv	0
琊	g	a	0	gà	0
琊	j	e	0	jè	0
琋	x	ej	0	xèj	0
琌	l	ig	0	lìg	0
琍	l	ej	0	lèj	0
琍	ql	ej	0	qlèj	0
琑	ṭx	iv	2	ṭxiv	0
琒	f	ug	0	fùg	0
琓		yn	0	ỳn	0
琔	d	in	2	din	0
琕	b	rn	0	bằn	1
琖	ṭ	an	1	ṭán	1
琗	ṭx	ơj	2	ṭxơj	0
琘	m	rn	0	mằn	0
琙	v	ig	3	vik	1
琚	k	y	0	kỳ	1
琛	ṣ	rm	0	ṣằm	1
琜	l	oj	0	lòj	0
琝	m	rn	0	mằn	0
琞	ṣ	ig	2	ṣig	0
琟	v	i	0	vì	1
琠	tx	in	1	txín	1
琡	ṭx	ug	3	ṭxuk	2
琢	t	ơg	3	tơk	1
琣	p	ug	1	púg	0
琤	ṭ	rg	0	ṭằg	2
琤	ṭ	ag	0	ṭàg	2
琥	xv	u	1	xvú	1
琦	c	i	0	cì	1
琦	kx	i	1	kxí	1
琧	q	og	3	qok	0
琨	kxv	rn	0	kxvằn	1
琨	kv	rn	0	kvằn	1
琩	ṭx	ơg	0	ṭxờg	1
琪	c	i	0	cì	1
琫	p	ug	1	púg	1
琬	q	yn	1	qýn	2
琭	l	ug	3	luk	1
琮	đ	ug	0	đùg	1
琯	k	un	1	kún	2
琰		im	1	ím	1
琱	t	iv	0	tìv	1
琲	px	uj	2	pxuj	1
琳	l	rm	0	lằm	1
琴	c	rm	0	cằm	1
琴	kx	rm	1	kxắm	1
琵	b	i	0	bì	1
琶	b	a	0	bà	1
琶	px	a	1	pxá	1
琷	kx	yn	3	kxyt	0
琸	ṭ	ơg	3	ṭơk	0
琹	c	rm	0	cằm	0
琺	f	an	3	fat	0
琻	ḍ	yn	0	ḍỳn	0
琽	t	u	1	tú	0
琾	k	aj	2	kaj	0
琿	hv	rn	0	hvằn	1
琿	f	rj	0	fằj	1
瑀		y	1	ý	1
瑁	m	u	2	mu	3
瑁	m	uj	2	muj	3
瑂	m	i	0	mì	1
瑃	ṭx	on	0	ṭxòn	1
瑄	s	yn	0	sỳn	1
瑅	d	rj	0	dằj	1
瑆	ṣ	ig	0	ṣìg	0
瑇	d	oj	2	doj	2
瑈	ṇ	rv	0	ṇằv	1
瑉	m	rn	0	mằn	0
瑊	ṭ	rm	0	ṭằm	2
瑋	v	i	1	ví	1
瑌	ṇ	yn	1	ṇýn	2
瑍		un	2	un	0
瑎	h	aj	0	hàj	1
瑏	ṭx	yn	0	ṭxỳn	0
瑐	ṭ	in	1	ṭín	0
瑑	ẓ	yn	2	ẓyn	1
瑒	ṭx	ơg	2	ṭxơg	2
瑒	d	og	2	dog	2
瑒	j	og	0	jòg	2
瑓	l	in	2	lin	0
瑔	ḍ	yn	0	ḍỳn	0
瑕	h	a	0	hà	1
瑖	t	yn	2	tyn	1
瑗		yn	2	yn	1
瑘	g	a	0	gà	1
瑘	j	e	0	jè	1
瑙	n	u	1	nú	0
瑚	h	u	0	hù	1
瑛	q	ig	0	qìg	1
瑜		y	0	ỳ	1
瑝	hv	ag	0	hvàg	1
瑞	ẓ	uj	2	ẓuj	1
瑟	ṣ	rn	3	ṣӑt	1
瑠	l	rv	0	lằv	1
瑡	ṣ	ej	0	ṣèj	0
瑢	j	ug	0	jùg	1
瑣	s	o	1	só	1
瑤		iv	0	ìv	1
瑤	q	iv	1	qív	1
瑥	qv	rn	0	qvằn	0
瑦	q	u	1	qú	2
瑧	ṭ	on	0	ṭòn	0
瑨	ŧ	on	2	ŧon	1
瑩		ig	0	ìg	2
瑩	q	ig	1	qíg	2
瑪	m	a	1	má	0
瑫	tx	u	0	txù	1
瑬	l	rv	0	lằv	1
瑭	d	og	0	dòg	1
瑮	l	on	3	lot	1
瑯	l	og	0	lòg	1
瑰	kv	ej	0	kvèj	2
瑰	kv	ej	2	kvej	2
瑱	tx	in	2	txin	2
瑱	ṭ	rn	2	ṭӑn	2
瑲	ŧx	ơg	0	ŧxờg	1
瑳	ŧx	o	0	ŧxò	2
瑴	k	og	3	kok	2
瑵	ṭ	av	1	ṭáv	1
瑶		iv	0	ìv	0
瑹	ṣ	y	0	ṣỳ	1
瑺	ẓ	ơg	0	ẓờg	0
瑻	kxv	rn	0	kxvằn	1
瑼	ṭ	yn	0	ṭỳn	0
瑽	ŧx	ug	0	ŧxùg	1
瑽	đ	ug	0	đùg	1
瑾	k	rn	1	kắn	1
瑿	q	ej	0	qèj	0
璀	ŧx	uj	0	ŧxùj	1
璀	ŧx	uj	1	ŧxúj	1
璁	ṭx	ug	0	ṭxùg	0
璂	c	i	0	cì	1
璃	l	i	0	lì	1
璃	ql	i	0	qlì	1
璄	k	ig	1	kíg	1
璅	s	o	1	só	1
璅	ŧ	iv	1	ŧív	1
璆	c	rv	0	cằv	2
璇	z	yn	0	zỳn	1
璈	g	u	0	gù	0
璉	l	in	1	lín	1
璉	l	in	0	lìn	1
璊	m	un	0	mùn	1
璋	ṭ	ơg	0	ṭờg	1
璌	j	rn	0	jằn	0
璍		im	3	ip	0
璏	v	ej	2	vej	3
璐	l	u	2	lu	1
璑	m	u	0	mù	1
璒	t	rg	0	tằg	1
璓	ṣ	rv	2	ṣӑv	0
璔	ṭ	rg	0	ṭằg	0
璕	ḍ	rm	0	ḍằm	0
璖	c	y	0	cỳ	1
璗	d	og	2	dog	1
璘	l	on	0	lòn	1
璙	l	iv	0	lìv	3
璚	c	ig	0	cìg	1
璚	kx	yn	3	kxyt	1
璛	s	ug	3	suk	1
璜	hv	og	0	hvòg	1
璝	kv	ej	0	kvèj	0
璞	px	og	3	pxok	1
璟	k	ig	1	kíg	2
璠	w	an	0	wàn	1
璡	ŧ	on	2	ŧon	2
璡	ŧ	on	0	ŧòn	2
璢	l	rv	0	lằv	0
璣	k	i	0	kì	1
璤	v	ej	2	vej	0
璥	k	ig	1	kíg	1
璦	q	oj	2	qoj	1
璧	p	ig	3	pik	1
璧	p	ig	3	pik	1
璨	ŧx	an	2	ŧxan	1
璩	c	y	0	cỳ	1
璪	ŧ	u	1	ŧú	1
璫	t	og	0	tòg	1
璬	k	iv	1	kív	1
璭	k	un	1	kún	1
璮	tx	an	1	txán	0
璯		uj	2	uj	1
環	hv	an	0	hvàn	1
環	qv	an	1	qván	1
璱	ṣ	rn	3	ṣӑt	1
璲	z	uj	2	zuj	1
璳	d	in	0	dìn	0
璴	ṭx	o	1	ṭxó	0
璵		y	0	ỳ	1
璶	ḍ	on	2	ḍon	0
璷	l	y	0	lỳ	1
璸	p	rn	0	pằn	0
璹	ẓ	rv	2	ẓӑv	2
璹	ẓ	ug	3	ẓuk	2
璺	m	rn	2	mӑn	1
璻	ṭ	ơj	1	ṭớj	0
璼	l	am	0	làm	0
璽	s	aj	1	sáj	1
璾	ḍ	rj	2	ḍӑj	0
璿	z	yn	0	zỳn	1
瓀		yn	1	ýn	0
瓁	gv	og	3	gvok	1
瓂	kx	oj	2	kxoj	0
瓃	l	uj	0	lùj	3
瓄	d	ug	3	duk	1
瓅	ql	ig	3	qlik	1
瓆	ṭ	rn	3	ṭӑt	0
瓇	j	rv	0	jằv	0
瓈	l	ej	0	lèj	1
瓈	ql	ej	0	qlèj	1
瓉	ŧ	an	2	ŧan	1
瓊	c	ig	0	cìg	1
瓋	tx	ig	3	txik	0
瓌	kv	ej	0	kvèj	1
瓍	ḍ	ơj	0	ḍờj	0
瓎	l	an	3	lat	0
瓏	l	ug	0	lùg	1
瓐	l	u	0	lù	1
瓑	l	ig	3	lik	0
瓓	l	an	2	lan	0
瓔	q	ig	0	qìg	1
瓕	m	ej	0	mèj	0
瓖	s	ơg	0	sờg	1
瓗	c	ig	0	cìg	1
瓘	k	un	2	kun	1
瓙	d	u	2	du	0
瓚	ṭ	an	2	ṭan	0
瓛	h	un	0	hùn	1
瓜	kv	a	0	kvà	1
瓝	b	og	3	bok	1
瓞	d	in	3	dit	1
瓟	b	og	3	bok	2
瓠	h	u	2	hu	2
瓠	h	u	0	hù	2
瓠	hv	og	3	hvok	2
瓡	ṭ	rm	3	ṭӑp	1
瓢	b	iv	0	bìv	1
瓣	w	an	2	wan	1
瓣	f	an	1	fán	1
瓣	b	an	2	ban	1
瓤	n	og	0	nòg	2
瓥	l	rj	2	lӑj	0
瓦	g	a	1	gá	2
瓦	qg	a	1	qgá	2
瓧	ẓ	rm	3	ẓӑp	0
瓨	k	og	0	kòg	0
瓩	ṭx	in	0	ṭxìn	0
瓪	p	an	1	pán	2
瓫	b	un	0	bùn	0
瓬	f	og	1	fóg	1
瓭	t	om	1	tóm	1
瓮	q	ug	2	qug	1
瓰	f	rn	0	fằn	0
瓱	h	u	0	hù	0
瓲	d	yn	0	dỳn	0
瓳	h	u	0	hù	1
瓴	l	ig	0	lìg	1
瓵		i	0	ì	1
瓶	b	ig	0	bìg	1
瓶	px	ig	1	pxíg	1
瓷	đ	i	0	đì	1
瓸	p	ag	3	pak	0
瓹	k	yn	0	kỳn	1
瓺	ḍ	ơg	0	ḍờg	2
瓻	ṭx	i	0	ṭxì	1
瓼	l	ej	1	léj	0
瓽	d	og	2	dog	1
瓾	qv	a	0	qvà	0
瓿	px	rv	1	pxắv	2
甀	ḍ	uj	2	ḍuj	2
甁	b	ig	0	bìg	0
甂	px	in	0	pxìn	1
甃	ṭ	rv	2	ṭӑv	1
甄	qj	rn	0	qjằn	2
甄	ṭ	rn	0	ṭằn	2
甅	l	ej	0	lèj	0
甆	ḍ	ej	0	ḍèj	0
甇	q	ag	0	qàg	0
甈	x	ej	2	xej	2
甉	h	am	0	hàm	2
甊	l	rv	1	lắv	1
甋	t	ig	3	tik	1
甌	q	rv	0	qằv	1
甍	m	rg	0	mằg	1
甎	ṭ	yn	0	ṭỳn	1
甏	p	og	2	pog	0
甏	bx	ag	2	bxag	0
甏	b	og	2	bog	0
